MGE_subtype,ARG,species,gut_locations
tnpA,tet(A),s__unclassified Bacteria species,Feces
intI1,aadA5,s__Paracoccus denitrificans,Feces
intI1,dfrA17,s__Paracoccus denitrificans,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,ErmB,s__Staphylococcus aureus,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tnpA,APH(3')-Ia,s__unclassified Corynebacterium species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Pseudomonadota species,Feces
tnpA,ANT(9)-Ia,s__Companilactobacillus pabuli,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,fexA,s__unclassified Lactobacillaceae species,Feces
intI1,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
qacEdelta,AAC(6')-Ib8,s__Enterobacter hormaechei,Feces
qacEdelta,qacL,s__Enterobacter hormaechei,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,APH(4)-Ia,s__unclassified Bacteria species,Feces
tnpA,poxtA,s__Lactobacillus crispatus,Feces
tnpA,qacG,s__Acinetobacter sp. NEB 394,Feces
rep7,tet(K),s__Staphylococcus aureus,Feces
tnpA,FosB3,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus faecium,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tnpA,fexA,s__Radiobacillus kanasensis,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
rep21,lnuA,s__Mammaliicoccus sciuri,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
rep1,ErmB,s__Lactobacillus johnsonii,Feces
rep7,tet(45),s__Mammaliicoccus sciuri,Feces
tnpA,qacG,s__Acinetobacter sp. CS-2,Feces
tnpA,APH(3')-Ia,s__unclassified Bacteria species,Feces
repUS12,ANT(4')-Ia,s__Enterococcus faecalis,Feces
qacEdelta,aadA5,s__Escherichia coli,Feces
qacEdelta,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__Escherichia coli,Feces
qacEdelta,sul1,s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,ANT(9)-Ia,s__Staphylococcus aureus,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,fexB,s__Enterococcus faecalis,Feces
tnpA,fexB,s__Enterococcus faecalis,Feces
rep7,catA8,s__Enterococcus faecium,Feces
intI1,AAC(6')-Ib8,s__Pseudomonas aeruginosa,Feces
intI1,aadA2,s__Pseudomonas aeruginosa,Feces
tnpA,ANT(6)-Ia,s__Staphylococcus aureus,Feces
rep7,catA8,s__Enterococcus faecium,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,sul2,s__unclassified Alphaproteobacteria species,Feces
tnpA,fexB,s__Ligilactobacillus animalis,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
IS91,sul2,s__unclassified Bacteria species,Feces
tnpA,fexA,s__Enterococcus hirae,Feces
qacEdelta,qacEdelta1,s__Citrobacter portucalensis,Feces
qacEdelta,sul1,s__Citrobacter portucalensis,Feces
tnpA,Mrx,s__unclassified Enterobacteriaceae species,Feces
tnpA,mphA,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__Escherichia coli,Feces
rep7,tet(K),s__Staphylococcus aureus,Feces
qacEdelta,ANT(2'')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,ANT(6)-Ia,s__Streptococcus gallolyticus,Feces
rep7,catA8,s__Enterococcus casseliflavus,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,ErmB,s__Limosilactobacillus reuteri,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
rep7,tet(45),s__Staphylococcus aureus,Feces
tnpA,sul2,s__unclassified Gammaproteobacteria species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tnpA,OXA-10,s__Escherichia coli,Feces
tnpA,arr-2,s__Escherichia coli,Feces
tnpA,cmlA5,s__Escherichia coli,Feces
tnpA,dfrA14,s__Escherichia coli,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,tet(A),s__unclassified Enterobacterales species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__Citrobacter portucalensis,Feces
qacEdelta,sul1,s__Citrobacter portucalensis,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,tet(A),s__Escherichia coli,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
intI1,dfrA17,s__Escherichia coli,Feces
tnpA,sul2,s__unclassified Pseudomonadota species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus lactis,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,catB3,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
intI1,aadA5,s__Escherichia coli,Feces
intI1,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,qacG,s__Acinetobacter seifertii,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-58,s__Acinetobacter sp. SCLZS86,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter schindleri,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter schindleri,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter schindleri,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter schindleri,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
tnpA,mphA,s__Salmonella enterica,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus faecium,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
rep7,catA8,s__Enterococcus lactis,Feces
tnpA,ErmA,s__Staphylococcus aureus,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
qacEdelta,qacL,s__unclassified Gammaproteobacteria species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter sp. YH12138,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter sp. YH12138,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter sp. YH12138,Feces
tnpA,aadA5,s__unclassified Enterobacterales species,Feces
tnpA,dfrA17,s__unclassified Enterobacterales species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,catB3,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,Mrx,s__unclassified Enterobacteriaceae species,Feces
tnpA,mphA,s__unclassified Enterobacteriaceae species,Feces
rep7,tet(K),s__Mammaliicoccus sciuri,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tnpA,qacG,s__Acinetobacter seifertii,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
tniB,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
tniB,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tniB,sul1,s__unclassified Gammaproteobacteria species,Feces
intI1,aadA5,s__Escherichia coli,Feces
intI1,dfrA17,s__Escherichia coli,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tniB,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tniB,sul1,s__unclassified Bacteria species,Feces
tnpA,Mrx,s__Klebsiella pneumoniae,Feces
tnpA,Mrx,s__Klebsiella pneumoniae,Feces
tnpA,mphA,s__Klebsiella pneumoniae,Feces
tnpA,mphA,s__Klebsiella pneumoniae,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,catB3,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3')-IIIa,s__Enterococcus faecium,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
Tn916,tet(O),s__Enterococcus cecorum,Feces
Tn916,tet(O),s__Enterococcus cecorum,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA,catA8,s__Enterococcus faecium,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,sul2,s__unclassified Enterobacterales species,Feces
tnpA,tet(A),s__unclassified Enterobacterales species,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
tnpA,Streptococcus suis chloramphenicol acetyltransferase,s__Enterococcus casseliflavus,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,QnrS1,s__Klebsiella pneumoniae,Feces
tnpA,tet(B),s__Escherichia coli,Feces
tnpA,tet(R),s__Escherichia coli,Feces
tnpA,CTX-M-55,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,tet(M),s__unclassified Escherichia species,Feces
qacEdelta,qacEdelta1,s__Paracoccus alcaliphilus,Feces
tnpA,qacEdelta1,s__Paracoccus alcaliphilus,Feces
qacEdelta,sul1,s__Paracoccus alcaliphilus,Feces
tnpA,sul1,s__Paracoccus alcaliphilus,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter ursingii,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter ursingii,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter ursingii,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter ursingii,Feces
tnpA,lnuG,s__unclassified Enterococcus species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,qacG,s__Acinetobacter seifertii,Feces
tnpA,ErmB,s__Streptococcus suis,Feces
tnpA,sul2,s__Acinetobacter baumannii,Feces
tnpA,sul2,s__Acinetobacter baumannii,Feces
rep7,tet(K),s__Staphylococcus aureus,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(W),s__Lactobacillus helveticus,Feces
rep13,Streptococcus suis chloramphenicol acetyltransferase,s__Staphylococcus pseudintermedius,Feces
qacEdelta,aadA2,s__unclassified Pseudomonadota species,Feces
tniA,aadA2,s__unclassified Pseudomonadota species,Feces
tniB,aadA2,s__unclassified Pseudomonadota species,Feces
qacEdelta,dfrA12,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tniA,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tniB,qacEdelta1,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Pseudomonadota species,Feces
tniA,sul1,s__unclassified Pseudomonadota species,Feces
tniB,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,OXA-10,s__unclassified Enterobacteriaceae species,Feces
tnpA,arr-2,s__unclassified Enterobacteriaceae species,Feces
tnpA,cmlA5,s__unclassified Enterobacteriaceae species,Feces
tnpA,dfrA14,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
repUS12,catA8,s__Enterococcus faecium,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,tet(A),s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Enterobacteriaceae species,Feces
tnpA,APH(6)-Id,s__unclassified Gammaproteobacteria species,Feces
tnpA,sul2,s__unclassified Enterobacteriaceae species,Feces
tnpA,sul2,s__unclassified Enterobacteriaceae species,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecium,Feces
tnpA,FosB3,s__unclassified Enterococcus species,Feces
qacEdelta,qacEdelta1,s__Streptomyces pristinaespiralis,Feces
tniB,qacEdelta1,s__Streptomyces pristinaespiralis,Feces
qacEdelta,sul1,s__Streptomyces pristinaespiralis,Feces
tniB,sul1,s__Streptomyces pristinaespiralis,Feces
rep7,catA8,s__Latilactobacillus curvatus,Feces
tnpA,dfrA14,s__Escherichia coli,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
qacEdelta,aadA5,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,dfrA17,s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,OXA-10,s__Escherichia coli,Feces
intI1,arr-2,s__Escherichia coli,Feces
tnpA,arr-2,s__Escherichia coli,Feces
intI1,cmlA5,s__Escherichia coli,Feces
tnpA,cmlA5,s__Escherichia coli,Feces
tnpA,dfrA14,s__Escherichia coli,Feces
repUS12,ANT(4')-Ia,s__unclassified Enterococcus species,Feces
tnpA,APH(3')-Ia,s__unclassified Gammaproteobacteria species,Feces
tnpA,poxtA,s__Ligilactobacillus salivarius,Feces
tnpA,tet(A),s__unclassified Bacteria species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,Feces
IS91,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,Feces
tnpA,ANT(3'')-IIb,s__Acinetobacter sp. CS-2,Feces
qacEdelta,qacEdelta1,s__unclassified Bacteria species,Feces
qacEdelta,sul1,s__unclassified Bacteria species,Feces
tnpA,tet(M),s__Corynebacterium striatum,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA1133,APH(3'')-Ib,s__unclassified Enterobacterales species,Feces
tnpA1133,APH(6)-Id,s__unclassified Enterobacterales species,Feces
tnpA,aadA5,s__unclassified Enterobacterales species,Feces
tnpA,dfrA17,s__unclassified Enterobacterales species,Feces
tnpA,tet(A),s__unclassified Gammaproteobacteria species,Feces
tnpA,TEM-1,s__unclassified Gammaproteobacteria species,Feces
tnpA,sul2,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,aadA2,s__unclassified Pseudomonadota species,Feces
tniB,aadA2,s__unclassified Pseudomonadota species,Feces
tnpA,aadA2,s__unclassified Pseudomonadota species,Feces
qacEdelta,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tniB,qacEdelta1,s__unclassified Pseudomonadota species,Feces
tnpA,qacEdelta1,s__unclassified Pseudomonadota species,Feces
qacEdelta,sul1,s__unclassified Pseudomonadota species,Feces
tniB,sul1,s__unclassified Pseudomonadota species,Feces
tnpA,sul1,s__unclassified Pseudomonadota species,Feces
rep7,catA8,s__Enterococcus faecium,Feces
tnpA,fexB,s__Enterococcus faecalis,Feces
rep7,catA8,s__Ligilactobacillus salivarius,Feces
qacEdelta,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
tniB,qacEdelta1,s__unclassified Gammaproteobacteria species,Feces
qacEdelta,sul1,s__unclassified Gammaproteobacteria species,Feces
tniB,sul1,s__unclassified Gammaproteobacteria species,Feces
tnpA,QnrS1,s__Escherichia coli,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,QnrS1,s__unclassified Enterobacteriaceae species,Feces
tnpA,Mrx,s__unclassified Enterobacteriaceae species,Feces
tnpA,H-NS,s__Escherichia fergusonii,Feces
tnpA,H-NS,s__Escherichia fergusonii,Feces
